Broad Domain 1,Broad Domain 2,Broad Domain 3,Type,Title,Body,Body #2,Comprehension,Correct response,Incorrect response,Photo Url,Photo Name,Letters Missing,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Hablando en público,"Estás a punto de dar una presentación a tu supervisor y compañeros de trabajo. La información en la presentación proviene de la investigación que has realizado en tu trabajo. Durante la presentación, sientes que tu supervisor y compañeros pensaron que eres inteligente.",N/A,¿Creerán los demás que eres inteligente al presentar?,Sí,,https://drive.google.com/file/d/1un3NKc9Sb0zVmL2t-X9oQ68FQeyI49D6/view?usp=sharing,116.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Expectativas diferentes,"Buscas en línea si te seleccionaron para un aumento y ves que no lo hicieron, a pesar de que esperabas que sí. Piensas en lo que esto significará para tu futuro y sabes que todo estará bien.",N/A,¿Habrán consecuencias terribles por no obtener este aumento?,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,117.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Trabajo placentero,"Tú y algunos compañeros de trabajo recibieron tareas adicionales para completar antes de que termine la semana, y han estado trabajando mucho. Escuchaste a tus compañeros diciendo que sería ""una locura"" disfrutar del trabajo adicional. Piensas en lo productivo que te hace sentir trabajar tan duro y te sientes feliz.",N/A,¿Tienes ganas de completar las tareas adicionales?,Sí,,https://drive.google.com/file/d/18Nfhp9FuaS1pKc7jTO3hXT4vzg-FI7Db/view?usp=sharing,118.jpg,2,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Prepararte para tener éxito,"En tu reunión de hoy, tienes una presentación importante. Para seguir las instrucciones de tu jefe, debes presentar por 15 minutos. Cuando piensas en completar esta presentación, te sientes preparado.",N/A,¿Eres capaz de completar la presentación?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,64.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Certidumbre de estar en lo correcto,"Estás teniendo una discusión intelectual con tu colega. En una de las preguntas que te hacen, estás 90% seguro de que conoces la respuesta correcta. Cuando respondes, te sientes seguro.",N/A,¿Te sientes inseguro acerca de tu respuesta?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,15.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Cafetería,"Estás trabajando en un proyecto con un colega en una pequeña mesa en una cafetería. Cuando llega tu café, accidentalmente derramas sobre todos sus papeles, haciendo que tu colega salte con angustia.","Después de limpiar el desorden lo mejor que puedes, te das cuenta de que su reacción fue normal, una respuesta rápida. Te dice que no está molesto contigo, y crees que es sincero.",Tu compañero de trabajo probablemente...,No está molesto.,Está molesto.,https://drive.google.com/file/d/1g0Aaap92WMbAwnbJvE20t419aXKMEHdi/view?usp=sharing,119.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Anticipación de entrevista,"Te están entrevistando para un puesto de liderazgo dentro de tu departamento. Antes de entrar en la oficina, notas que te sientes tembloroso. Te sientes increíblemente emocionado.",N/A,¿Sentirte tembloroso te asusta?,No,,https://drive.google.com/file/d/1No3R7ItN8sCZWVE76oQA483ECW65wV2l/view?usp=sharing,87.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Resilience/Negation,Comprometerse con las actividades,Estabas muy emocionado de regresar a la instrucción en persona y decidiste comprometerte con muchas actividades. Esto te ha resultado difícil de cumplir con todas tus responsabilidades y te preocupas que estes fallando en todo.,Te das cuenta de que volver a estar en persona es un ajuste y te llevará algún tiempo acostumbrarte al ajetreo de un semestre en persona. Piensas que con todo lo que estás pasando estás haciendo un gran trabajo.,¿Puedes manejar tus responsabilidades?,Sí,,https://drive.google.com/file/d/1XUJUmJyqOQBx5b6nraIfLuK3CHwUNri0/view?usp=sharing,68.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Quedando atrás,"Recientemente comenzaste un nuevo trabajo. Mientras trabajas, parece que todos los que te rodean saben lo que están haciendo, pero aún estás confundido. Crees que esto se debe a que todavía estás aprendiendo y pronto te darás cuenta.",N/A,¿Mejorarás en tu trabajo?,Sí,,https://drive.google.com/file/d/1V3qcOIHvtf7LmQss0ruGtHPfIMlyIauX/view?usp=sharing,21.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Errores en el trabajo,"Aunque normalmente sobresales en tu trabajo, recientemente tuviste una semana difícil en el trabajo y cometiste un par de errores grandes. Cuando piensas en el futuro, piensas que tu trabajo probablemente está seguro.",N/A,En las próximas semanas en el trabajo probablemente...,Aprenderás cosas nuevas.,Serás despedido.,https://drive.google.com/file/d/14pWmSJ9hsPOJZFuIKcrGQjriu93VzLz0/view?usp=sharing,96.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Presentación estresante,"Tienes que hacerle una presentación a tu jefe. Mientras piensas en la presentación, sientes mariposas en el estómago. La mañana de la presentación, te sientes nervioso y crees que tus nervios serán manejables.",N/A,¿Eres capaz de tolerar tu ansiedad?,Sí,,https://drive.google.com/file/d/16jiyG_dY7BTG2s8QjNuSQJn_RwkLlqXH/view?usp=sharing,28.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Negative,Trabajando para salir adelante,"Te acaban de dar un trabajo en una oficina que realmente admiras. Para finalmente recibir el ascenso que deseas, sabes que tendrás que trabajar muy duro durante varios años y el resultado es incierto. Cuando imaginas tu probable puesto en la empresa en el futuro, esperas que se te otorgue el trabajo que deseas.",N/A,El future que te ves para ti mismo es...,Estar en el puesto por debajo de la que siempre has soñado.,Tener el puesto que siempre has querido en la oficina que admiras.,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,23.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Mostrar tu experiencia,"Tu supervisor llama una reunión relacionada a una nueva iniciativa y pide a cada asistente que presente sus ideas y experiencia previa. Cuando es tu turno de hablar, haces pausas con frecuencia. Al reflexionar sobre la reunión más tarde en el día, sientes que el supervisor pensó que sonabas capaz. ",N/A,Es probable que tu supervisor te haya encontrado...,Eficaz.,sin preparación y deficiente.,https://drive.google.com/file/d/1npkE7h685FSS9kM33IyEeOyngro5KOvm/view?usp=sharing,5.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Revisando tus cualificaciones,"Estás en una nueva ciudad y necesitas empezar a solicitar trabajos. Comienzas a revisar los requisitos para los puestos y, aunque has trabajado duro para preparar tu currículum, te preguntas si será suficiente. Piensas en tus logros y sabes que has hecho más que suficiente.",N/A,¿Estás calificado para estos nuevos trabajos?,Sí,,https://drive.google.com/file/d/1pcE3PZPJyiJCNCdBP0DGVbumVNri-Bev/view?usp=sharing,53.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Tomar una decisión,"Tu pareja quiere que acceptes un trabajo específico. Preferirías trabajar en un lugar diferente, pero tu pareja ha dejado claro que no está de acuerdo con esa decisión.  Cuando piensas en hablar con tu pareja sobre tu decisión, te sientes preparado. ",N/A,¿Puedes hablar con tu pareja sobre tu elección de trabajo?,Sí,,https://drive.google.com/file/d/1Z0nzrIQHVjl7UmtuA4nngOFyGYVvmBB-/view?usp=sharing,54.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,Salud Física,Resilience/Negation,Fuera de tu control,"Estás a punto de hacer tu primera entrevista en línea para una promoción importante. Haces clic en el enlace cuando es hora de unirte a la reunión, pero tu conexión a internet se corta. Piensas que los entrevistadores podrían asumir que llegaste tarde y sientes nausea.","Después de un minuto, tu conexión a internet vuelve. Inicias sesión de nuevo y te das cuenta de que te sientes más seguro.",¿Sientes nausea durante el resto de tu entrevista?,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,117.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Un tropiezo repentino,"Es tu primer día en un trabajo nuevo y vas a hablar con tu jefe. Al caminar hacia el, te tropiezas y luego te recuperas. Se dio cuenta y su primera impresión de ti probablemente es que estás muy preparado para el trabajo.",N/A,Tu jefe probablemente piensa que...,Estás listo para enfrentar desafíos.,Eres una persona torpe.,https://drive.google.com/file/d/1DttLONiIj8xl29lRpUM8ExKkKo4JbVNe/view?usp=sharing,4.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Negative,Presentación de recaudación de fondos,"Te ponen a cargo de los esfuerzos de recaudación de fondos de tu oficina y rápidamente te das cuenta de que a tus compañeros de trabajo no les interesa mucho la recaudación de fondos. En una reunión, das una presentación sobre la importancia de ayudar con la recaudación de fondos, durante la cual tus compañeros de trabajo permanecen callados. Cuando te sientas después de tu presentación, piensas que parecían aburridos.",N/A,Los compañeros de trabajo probablemente están pensando...,Que no quieren ayudarte con la recaudación de fondos.,Que quieren ayudarte con la recaudación de fondos.,https://drive.google.com/file/d/1r3qtHj-urHxM3pju6-ipIBlJU-tXgwex/view?usp=sharing,120.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Presentación de recaudación de fondos,"Te ponen a cargo de los esfuerzos de recaudación de fondos de tu oficina y rápidamente te das cuenta de que a tus compañeros de trabajo no les interesa mucho la recaudación de fondos. En una reunión, das una presentación sobre la importancia de ayudar con la recaudación de fondos, durante la cual tus compañeros de trabajo permanecen callados. Cuando te sientas después de tu presentación, piensas que parecían emocionados.",N/A,Los compañeros de trabajo probablemente están pensando...,Que quieren ayudarte con la recaudación de fondos.,Que no quieren ayudarte con la recaudación de fondos.,https://drive.google.com/file/d/1nvhxgdonABblwXeezmU2M9X2wRhpd7rd/view?usp=sharing,121.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Limitaciones futuras,Esta mañana escuchas en las noticia que muchas empresas están reduciendo personal. Piensas en qué sucederá si pierdes tu trabajo. Decides que será posible encontrar otro empleo.,N/A,"Si pierdes tu trabajo, probablemente... ",Encuentrarás un nuevo trabajo que disfrutarás.,No podrás mantenerte económicamente.,https://drive.google.com/file/d/1RnImJE-U_C1bMfkgSBjJk7I4RaUqraB1/view?usp=sharing,65.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Obtener una oportunidad,"Has enviado una solicitud para un trabajo que esperabas conseguir. Esperas conseguir una entrevista para el trabajo después de que revisen tu solicitud, pero sabes que es muy competitiva. Con tus calificaciones, esperas recibir una llamada.",N/A,Tus calificaciones...,Te ponen en una buena posición para conseguir una entrevista.,Probablemente no son lo suficientemente fuertes como para hacerte destacar.,https://drive.google.com/file/d/1kw58e9iPvU1vOT2PxZuYepma0F30V2qn/view?usp=sharing,14.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Dando una presentación,"Tienes mucho trabajo para la evaluación de tu trabajo. Una de tus tareas más importantes es hacer una presentación extensa y bien preparada para tus compañeros de trabajo. Cuando te imaginas dando tu presentación, te sientes emocionado.",N/A,¿Estás deseando dar tu presentación a tus compañeros de trabajo?,Sí,,https://drive.google.com/file/d/1_2rE9XRzKQTqhk0TQjBqftLX-RvYtkqL/view?usp=sharing,59.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Resilience/Negation,El curso difícil,"Te has inscrito en un programa de ciencia de datos ofrecido por tu lugar de trabajo porque crees que será una habilidad útil que podrás adquirir en el futuro. Sabes que la demanda de personas con experiencia en ciencia de datos está aumentando, pero el programa es muy difícil.","Al imaginar cómo te irá en el programa, no te ves fracasando, sino que crees que tus esfuerzos por aprender algunas habilidades de ciencia de datos tendrán éxito.",¿Crees que será eficaz para adquirir algunas habilidades en ciencia de datos?,Sí,No,https://drive.google.com/file/d/18HsxK2zdx8J0wLQE1QZITsfajDWRjgaX/view?usp=sharing,9.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Pensando en preguntas,"Estás en una charla sobre un tema complicado que te emociona mucho. Tienes muchas ideas sobre el tema, pero sientes que las preguntas que hacen los demás son más inteligentes que las tuyas. Piensas en cómo todos probablemente se ponen nerviosos al hablar también, y sabes que no están allí para juzgar.",N/A,¿Las preguntas de los demás son mejores que las tuyas?,No,,https://drive.google.com/file/d/1ZRX4djV0jNJx45cG7BKsaEWYgTgDJGha/view?usp=sharing,89.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Aplicando a trabajos,"Aplicaste a un trabajo hace algunas semanas y acabas de recibir una respuesta. Te dicen que ya llenaron el puesto y te hace sentir que no eres lo suficientemente inteligente. Aun así, crees que en el futuro conseguirás un trabajo.",N/A,¿Te ofrecerán otro trabajo en el futuro?,Sí,,https://drive.google.com/file/d/12wCJ5Ffbo2FQWJoyCCjGdJUCGOFpqs8y/view?usp=sharing,114.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Negative,Manejando tareas,"Has estado muy ocupado estos últimos meses y no has tenido tiempo para trabajar en tu propio desarrollo profesional. Uno de tus colegas también está muy ocupado, y sin embargo, recibió un ascenso. Esto te hace sentir como un fracaso.",N/A,¿Deberías estar trabajando más duro?,Sí,,https://drive.google.com/file/d/1oLL_xLzI-U5_qMJYXQBLx1YoawU0rB1s/view?usp=sharing,122.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Opiniones fuertes,Ha llegado la mañana de tu primera evaluación con tu nuevo jefe. Te dice que tiene opiniones firmes sobre tu trabajo. Piensas que probablemente encuentran tu trabajo excelente.,N/A,¿Crees que tu nuevo jefe tenga una opinión desfavorable sobre tu trabajo?,No,,https://drive.google.com/file/d/1DDUHB-Z2PNw0gY0ymtiflHQj1EUSuaTn/view?usp=sharing,108.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Tartamudeo en la oficina,"Estás hablando con tu supervisor en su oficina. Te das cuenta de que estás tartamudeando un poco más de lo normal. A medida que continúa la conversación, decides que está bien.",N/A,¿Te sientes avergonzado por tartamudear al hablar?,No,,https://drive.google.com/file/d/1aUoa1C9eagfLdwz6V8WTzXzAjHHYPXaJ/view?usp=sharing,26.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Vida Familiar y Doméstica,,Resilience/Negation,Expectativas,"El año acaba de terminar y tu jefe quiere reunirse contigo para hablar sobre tu rendimiento. Tiene expectativas altas para ti, pero tu rendimiento fue peor que en años anteriores. Tu jefe estará enojado.","Piensas en por qué quieren que te desempeñes bien. Sabes que es porque quieren que te vaya bien, eso te asegura.",¿Te quedas molesto al pensar en hablar con tu jefe sobre tu desempeño este año?,No,,https://drive.google.com/file/d/1wCwgto6cdEuwAN3zGRHJfTtYQnaB_Rh4/view?usp=sharing,123.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Resilience/Negation,Tu Currículum,"Te estás preparando para solicitar un nuevo trabajo. Tienes una reunión con un posible empleador mañana, y sabes que un buen currículum será un factor importante.","Mientras revisas tu currículum, no anticipas que tu futuro empleador te descarte, y piensas que el entrevistador quedará impresionado.",¿El posible empleador pensará que tienes un currículum sólido?,Sí,No,https://drive.google.com/file/d/12Cgn_OOe7x5Oai-qSUktQ4QZ57TSL-zp/view?usp=sharing,77.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Participación,"Consideras asistir a un taller práctico en el que se requerirá tu opinión con frecuencia, a pesar de que no te gusta hablar frente a los demás. Después de asistir al taller, te das cuenta de que fue una decisión excelente.",N/A,¿Estás contento de haber asistido al taller?,Sí,,https://drive.google.com/file/d/1Dh2em2eifFjm2KkfZDfxM2WuvxRCmMV7/view?usp=sharing,63.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,No invitado a cenar,"Acabas de empezar en un nuevo trabajo y trabajas con mucha gente nueva. Escuchas a algunos de ellos reírse juntos y hablar de salir a cenar y esperas a que te inviten, ansioso por hacer amigos, pero no lo hacen. Cuando piensas en tu futuro con este grupo, te sientes bien.",N/A,¿Es demasiado tarde para hacerse amigo de tus nuevos compañeros de trabajo?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,15.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Reunión uno a uno,"Hoy tienes una reunión individual con tu intimidante jefe, lo que te pone nervioso. Durante la reunión, pierdes momentáneamente el hilo de tus pensamientos. Después de eso, tu ansiedad es tolerable.",N/A,¿Eres capaz de tolerar tu ansiedad mientras te reúnes con tu jefe?,Sí,,https://drive.google.com/file/d/1XdpsyI2ipYQdebyRJI6icWGBOLJlNXCD/view?usp=sharing,16.jpg,all,
Académicos/Trabajo/Desarrollo Profesional,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Académicos/Trabajo/Desarrollo Profesional,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Académicos/Trabajo/Desarrollo Profesional,,,Write Your Own,Write Your Own,,,,,,,,write your own,
Académicos/Trabajo/Desarrollo Profesional,,,Resilience/Negation,Obtener una oportunidad,"Has enviado una solicitud para un trabajo que esperas conseguir. Esperas conseguir una entrevista para el trabajo después de que revisen tu solicitud, pero sabes que es muy competitiva.","Con tus calificaciones, no crees que rechacen tu solicitud y esperas obtener una entrevista.",¿Te invitarán a una entrevista?,Sí,No,https://drive.google.com/file/d/1kw58e9iPvU1vOT2PxZuYepma0F30V2qn/view?usp=sharing,14.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Mal rumor,"Escuchaste un rumor de que tu supervisor planea despedir a alguien en tu puesto. Aunque normalmente eres un buen empleado, llegaste tarde a una reunión a principios de esta semana. Sientes que la probabilidad de que te degraden es mínima.",N/A,Crees que tu supervisor podría estar ...,Planeando despedir a alguien más.,Planeando despedirte.,https://drive.google.com/file/d/1Ufz-pbEsTswKD1WwWeGUqfBKkpWje2t7/view?usp=sharing,113.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Finanzas,,Positive,Ingresos adicionales,"Recientemente te has sentido abrumado con el trabajo, pero sabes que necesitas conseguir un segundo trabajo para estar en una situación financiera más estable. Mientras buscabas trabajo en línea, viste un solicitud para un trabajo que suena muy divertido para ti. Piensas que trabajar este segundo trabajo será manejable. ",N/A,¿Crees que puedas manejar un segundo trabajo?,Sí,No ,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,11.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Negative,No sentirte preparado,"En el trabajo, tu jefe les pide a todos que levanten la mano si han oído hablar de una técnica de trabajo. Cuando miras a tu alrededor, notas que la mayoría de tus compañeros de trabajo tienen la mano levantada, pero tú no. Esto te hace sentir como si no estuvieras preparado para hacer el trabajo.",N/A,¿Tus compañeros están más preparados que ti?,Sí,,https://drive.google.com/file/d/143F_jObaBvG1l77hgZir8HruiOBT9qcV/view?usp=sharing,124.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Sentirse diferente,Estás participando en una conferencia en línea y miras el video de todos. Notas que entre el grupo de personas te ves diferente a los demás. Piensas en esto y te das cuenta de que está bien.,N/A,¿Es malo que te sientas diferente a los demás en tu campo?,No,,https://drive.google.com/file/d/1f1VN6tb5Yysg0HFc0gI9BB2IvxzQ6l5K/view?usp=sharing,97.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Presentación importante,"Te han pedido que hagas una presentación sobre algunos de tus últimos proyectos en una conferencia importante. Esta es una gran oportunidad para resaltar el buen trabajo que has estado haciendo, pero te sientes nervioso al hablar frente a un grupo tan grande de compañeros.",N/A,"En la conferencia, la gente probablemente pensará que...",Haces un buen trabajo explicando tu trabajo reciente.,Te ves incómodo dando tu presentación.,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,55.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Corrección rápida,"En el pasillo del trabajo, tu jefe te hace una pregunta y te das cuenta de que has respondido incorrectamente. Tu jefe te corrige. Crees que la experiencia de ser corregido por tu jefe es terrible.","Al final, recuerdas que cometer errores ocasionalmente no te hace un mal empleado. Tu jefe te corregió amablemente, porque es su trabajo, y sientes que toda la interacción estuvo bien.",¿Está bien responder incorrectamente de vez en cuando a una pregunta de tu jefe?,Sí,,https://drive.google.com/file/d/1LkIEzSKHGt3ThPYYrQWPZjfUroEcuFve/view?usp=sharing,60.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Hilo de pensamientos,"Estás dando una presentación en el trabajo. Durante una de tus diapositivas, pierdes el hilo de tus pensamientos y tienes que tomar un momento para revisar tus notas. Mientras comienzas de nuevo, piensas que perder el hilo de los pensamientos durante una presentación es normal.",N/A,¿Es normal perder el hilo de pensamientos durante una presentación?,Sí,,https://drive.google.com/file/d/18pUrF5Rmh-siXj_KnjOng6LwnpmobMit/view?usp=sharing,67.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Trabajo inacabado,"Tuviste un día muy ocupado y no pudiste realizar todas sus tareas. En la cena, tu pareja habla orgullosamente de cómo terminó todo lo que tenía en la lista de tareas pendientes. Al pensar en si podrás completar tu trabajo mañana, te sientes seguro.",N/A,¿Podrás hacer todo?,Sí,,https://drive.google.com/file/d/1XUJUmJyqOQBx5b6nraIfLuK3CHwUNri0/view?usp=sharing,68.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Usando tecnología diferente,"Recientemente reemplazaste tu computadora portátil y tuviste que optar por una opción más económica. Tu jefe te pide que completes un proyecto que requerirá una aplicación que tu nueva computadora no tiene. Cuando piensas en completar tu trabajo para este proyecto, te sientes capaz.",N/A,¿Te sientes capaz de completar el trabajo de este proyecto?,Sí,,https://drive.google.com/file/d/1GCrKOzwl1UC_Ekj6ZbzSSgZLWAASM60G/view?usp=sharing,69.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Esperando grandes noticias,"Hoy recibirás un correo electrónico importante. Te dirá si recibiste un ascenso que realmente avanzaría tu carrera. Mientras esperas el correo electrónico, te sientes emocionado.",N/A,¿Te sientes miserable esperando el correo electrónico importante?,No,,https://drive.google.com/file/d/1p8eW_KLXFYr5TmnLnDsSXpM0xUI6bJ61/view?usp=sharing,41.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,Situaciones Sociales,Resilience/Negation,Opinión importante,"Terminas una tarea que tienes que entregar la próxima semana y le pides a tu jefe su opinión. Te dice que el trabajo está bien, excepto por una sección incompleta. Sientes que piensa que eres descuidado.","Al final, te das cuenta de que señalaron el error para que pudieras mejorarlo antes de enviarlo. Corriges la sección incompleta y crees que tu jefe piensa que estás aprendiendo.",¿Tu jefe quedó satisfecho con tu progreso?,Sí,,https://drive.google.com/file/d/1sS8e3ZmixCVH2YAFPuVlOAoIhpt-vfWE/view?usp=sharing,58.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Contribuir a una discusión,Tu jefe convoca a una reunión para discutir un nuevo proyecto que involucrará a la mayoría del personal de tu oficina. De repente se te pide que contribuyas con tus ideas a la discusión. Rápidamente se te ocurren algunas ideas y piensas que tus colegas encontrarán que tus ideas son emocionantes.,N/A,Las personas en tu oficina probablemente...,Apoyarán tus ideas,No les gustarán tus ideas,https://drive.google.com/file/d/1JLyALw0FAi4CqbIXE3sRzXwYRToDyEgw/view?usp=sharing,57.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,,,Positive,Sección eliminada,"Recientemente entregaste un manuscrito a una revista de investigación. Decides volver a leer el manuscrito enviado y te das cuenta de que eliminaste accidentalmente una sección que pretendías incluir en el artículo. Dado que tú realizaste esta eliminación accidentalmente, crees que es probable que recibas comentarios positivos.",N/A,¿Recibirás comentarios positivos sobre tu manuscrito?,Sí,,https://drive.google.com/file/d/1IYSdtMwryUCtRVlihCufMgLudDSe7Naj/view?usp=sharing,125.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Resultados de la evaluación,El tiempo para las evaluaciones del trabajo acaba de cerrar y no estás seguro si saliste bien o no. Te sientes nervioso al pensar en cómo te calificaron otras personas. Piensas que estar nervioso es manejable.,N/A,¿Puedes tolerar tus nervios mientras esperas saber tus resultados?,Sí,,https://drive.google.com/file/d/1wsTsWXkjfok0Sn3yNthn2D51nUUgPfAo/view?usp=sharing,72.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Resilience/Negation,Una presentación importante,"Tu jefe está viendo tu presentación en la reunión de hoy. Durante la presentación, tropiezas mucho con tus palabras. Te sientes derrotado.  ","Mientras te sientes molesto, te das cuenta que es natural cometer errores. Piensas que tu jefe no se acordará. ",¿Está bien que hayas cometido un error frente a tu jefe?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,64.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,Finanzas,Negative,Solicitar una subvención,"Quieres iniciar un nuevo proyecto de investigación en tu laboratorio, por lo que solicitas una subvención de financiación. Sin esta financiación, no podrás realizar la investigación que esperas realizar, pero no sabes si tu propuesta es lo suficientemente buena. Crees que no obtendrás la financiación.",N/A,¿Eres capaz de hacer esta investigación?,No,,https://drive.google.com/file/d/1pcE3PZPJyiJCNCdBP0DGVbumVNri-Bev/view?usp=sharing,53.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Finanzas,,Positive,Mercado de trabajo,"Recientemente viste en las noticias que la economía ha estado particularmente mal. Aunque tu jefe normalmente te da buenas críticas, te preguntas si tu trabajo es seguro. Crees que probablemente estarás bien.",N/A,¿Es probable que te despidan?,No,,https://drive.google.com/file/d/1_T7rY6ZMUGkrrUUDGpQvHEG53QIE1J_h/view?usp=sharing,52.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Positive,Permitiendo que otros vean tu trabajo,"Un amigo sugiere que te unas a una organización de escritura creativa. Te dice que otros miembros del grupo leerán y criticarán tu escritura. Mientras escuchas a tu amigo hablar, la idea de que otras personas lean tu escritura te hace sentir entusiasmo. ",N/A,¿Esperas sentirte incómodo si otros ven tu escritura?,No,,https://drive.google.com/file/d/1_v0XVyjgJOJpCTokQcFjgQ8I8d4-jNxu/view?usp=sharing,126.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Salud Mental,,Positive,Puerta cerrada,"Llegas a casa del trabajo un viernes por la noche y te preguntas si has cerrado la puerta de la oficina. Normalmente cierras la puerta con llave, pero todavía te sientes ansioso sin saberlo con seguridad. Tu fin de semana fuera de la oficina será agradable.",N/A,Durante el fin de semana vas a...,Descansar y pasar tiempo con amigos o familiares.,Preocuparte por si cerraste la puerta con llave.,https://drive.google.com/file/d/1qii6Tw7lK46f_BUds8kymQOtUEDhZqjV/view?usp=sharing,6.jpg,1,
Académicos/Trabajo/Desarrollo Profesional,Situaciones Sociales,,Resilience/Negation,Mente va en blanco,Tu jefe te llama para que respondas una pregunta sobre los planes que acabas de discutir. No sabes qué decir. Tu mente se queda en blanco.,"Te das un momento para ordenar tus pensamientos y luego respondes a la pregunta. Cuando piensas en la respuesta que diste, te sientes bien. ",¿Eres capaz de responder a la pregunta?,Sí,,https://drive.google.com/file/d/1peJsSeWbW75_7SXUaFUQcsUBkEkp3q7I/view?usp=sharing,24.jpg,1,
